id   ,customerid ,ProductID ,started             ,ended               ,category      ,created_timestamp ,users
759  ,146        ,759       ,2017-01-31 10:59:44 ,2018-05-24 04:17:24 ,payment issue ,3/18/2017         ,"[{""user_1"":{""id"":""b7b01462337bdc8bded1d0d85fe9be24""},""user_2"":{""id"":""67ff349059a974b5a58a744add86c647""}}]"
760  ,696        ,760       ,2018-05-04 09:40:21 ,2019-09-10 06:11:29 ,other         ,11/13/2019        ,"[{""user_1"":{""id"":""3c17c134ce6a7e00b1af3dce52cb42b3""},""user_2"":{""id"":""ec981bd24cc6b22e9beeb24a01dbdfc2""}}]"
761  ,226        ,          ,2017-09-30 23:04:52 ,2018-10-14 19:17:56 ,payment issue ,                  ,"[{""user_1"":{""id"":""38ca727ffa0a9f2ec31b1e81b0a7e18b""},""user_2"":{""id"":""b9efdb569085519c678c2459e4d4ff7d""}}]"
762  ,377        ,762       ,2017-03-04 13:20:52 ,2017-05-14 02:35:59 ,jaffle issue  ,4/4/2017          ,"[{""user_1"":{""id"":""787b03dfe6bdd72d4fd35665ba23b72d""},""user_2"":{""id"":""d487637263f316c69e9d3309cb075973""}}]"
763  ,150        ,763       ,2017-10-11 11:56:47 ,2018-04-29 08:55:40 ,payment issue ,10/24/2019        ,"[{""user_1"":{""id"":""d0b492d6ec4277a73802a07bfed00730""},""user_2"":{""id"":""a1c97e3bae40fc4b7d2fffb2059a82cd""}}]"
764  ,908        ,764       ,2018-06-28 18:07:47 ,2019-10-23 07:41:35 ,payment issue ,1/5/2019          ,"[{""user_1"":{""id"":""801a19d05ec0b22146a469174c5ed1cd""},""user_2"":{""id"":""ec6797005831eba215f85bab9bf7b48c""}}]"
765  ,638        ,765       ,2018-10-24 01:19:54 ,2018-07-08 19:58:25 ,payment issue ,5/4/2018          ,"[{""user_1"":{""id"":""d9a2cc3a67e3d1cfa347b2a340fcfe40""},""user_2"":{""id"":""40a89451b4ffb72392924e9b66cd3216""}}]"
766  ,359        ,766       ,2018-09-10 15:53:39 ,2019-01-12 17:56:43 ,jaffle issue  ,3/18/2019         ,"[{""user_1"":{""id"":""174fddcc581fc4bb8a715d61a1cbcc12""},""user_2"":{""id"":""eb1a7bb966f5562bdde028ca7002ea6a""}}]"
767  ,185        ,767       ,2019-06-16 12:31:19 ,2018-02-20 02:10:00 ,jaffle issue  ,8/16/2017         ,"[{""user_1"":{""id"":""2322cb3d06c9f228fe1b26c0ad8965de""},""user_2"":{""id"":""227972bd59850b077da68e92d19fd726""}}]"
768  ,346        ,          ,2017-03-28 20:10:58 ,2019-08-20 12:43:58 ,payment issue ,                  ,"[{""user_1"":{""id"":""474cc5bc7e36b5442465f51f8a776131""},""user_2"":{""id"":""dfdcb589e08b8126992f47192524c393""}}]"
769  ,828        ,769       ,2017-12-30 09:40:29 ,2017-06-04 23:10:53 ,other         ,10/16/2017        ,"[{""user_1"":{""id"":""aa91aba4efad0ffc396006c50b3d97e7""},""user_2"":{""id"":""00a83927e1a34deb99a127b273ca5e0d""}}]"
770  ,402        ,770       ,2019-01-20 15:16:10 ,2018-10-09 14:30:34 ,jaffle issue  ,1/26/2018         ,"[{""user_1"":{""id"":""032ef1ca0f8746c7153fa698446d64a1""},""user_2"":{""id"":""7cab44db4713e20a5385cb430a4a30d3""}}]"
771  ,709        ,771       ,2017-12-05 05:35:31 ,2017-05-29 20:07:14 ,other         ,2/14/2019         ,"[{""user_1"":{""id"":""fe0f2937a53ad5703ac31b815e6490bf""},""user_2"":{""id"":""355c90600bac92350b4319722366a722""}}]"
772  ,799        ,772       ,2019-08-22 02:53:40 ,2018-06-26 21:20:48 ,payment issue ,12/25/2018        ,"[{""user_1"":{""id"":""210ece5c6fe79759180060cd37e4390f""},""user_2"":{""id"":""919bc240f9d48b38717df2dd5a0ea0c5""}}]"
773  ,137        ,773       ,2017-07-11 00:42:03 ,2018-03-02 06:50:23 ,payment issue ,8/5/2017          ,"[{""user_1"":{""id"":""a30409b4286bdd1c42dfa3d127ccacc6""},""user_2"":{""id"":null}}]"
774  ,806        ,774       ,2017-08-13 00:10:39 ,2017-02-11 03:40:24 ,payment issue ,6/23/2017         ,"[{""user_1"":{""id"":""4b29b8d9111efcb05fca598cc1d08a86""},""user_2"":{""id"":""e75f3b14b39f81d7ed8f994248919105""}}]"
775  ,518        ,          ,2018-10-04 13:29:01 ,2018-07-28 17:22:23 ,jaffle issue  ,                  ,"[{""user_1"":{""id"":""15448606cb62be220d495b69526ca151""},""user_2"":{""id"":null}}]"
776  ,477        ,776       ,2018-12-06 00:20:11 ,2019-05-27 06:49:22 ,payment issue ,11/29/2018        ,"[{""user_1"":{""id"":""c7528b70922f23d98bf948971fc8efb6""},""user_2"":{""id"":""61e01da8e6c4c0176229ba9f5852fd22""}}]"
777  ,642        ,777       ,2018-02-01 14:30:54 ,2018-09-14 22:47:19 ,other         ,6/12/2019         ,"[{""user_1"":{""id"":""7e4d89f7ce87c05e9c7abb672581f6e4""},""user_2"":{""id"":""78813f86e719e6f94e43dc0d2b187c9a""}}]"
778  ,849        ,778       ,2017-05-11 18:38:57 ,2018-04-08 18:05:59 ,other         ,3/8/2018          ,"[{""user_1"":{""id"":""e07aa25ac7f545b2a7eba863e8247dc8""},""user_2"":{""id"":""5047c57f01c2faef64b536d6224f6128""}}]"
779  ,150        ,779       ,2019-04-10 16:50:52 ,2018-08-14 11:03:24 ,jaffle issue  ,1/12/2019         ,"[{""user_1"":{""id"":""1d72682bc08e5a364dc6b6b81927831a""},""user_2"":{""id"":null}}]"
780  ,770        ,780       ,2017-04-19 18:57:40 ,2018-08-24 23:35:48 ,payment issue ,2/13/2019         ,"[{""user_1"":{""id"":""6c3ccf542a776a554a3e6b23e8166f20""},""user_2"":{""id"":""29acc073b7576d8ac544f58b760bd6bb""}}]"
781  ,516        ,781       ,2019-11-18 14:01:46 ,2018-01-21 02:59:11 ,jaffle issue  ,8/1/2018          ,"[{""user_1"":{""id"":""289d6a99fc4560ad33253087c8609157""},""user_2"":{""id"":""fe73c373fc40d9205bad326d5ef90268""}}]"
782  ,954        ,782       ,2019-06-27 21:02:23 ,2018-11-29 15:54:26 ,other         ,9/9/2019          ,"[{""user_1"":{""id"":""f309d1380e39152406b47c001e712aa5""},""user_2"":{""id"":null}}]"
783  ,521        ,783       ,2019-05-07 05:02:27 ,2017-11-19 11:30:44 ,other         ,4/12/2018         ,"[{""user_1"":{""id"":""5db6ec41ca80c5d72e61c3689d5d0d05""},""user_2"":{""id"":""036e7841d6b89628eb6293853b8ca9bf""}}]"
784  ,387        ,784       ,2018-08-18 23:21:14 ,2019-08-29 00:01:45 ,payment issue ,3/14/2017         ,"[{""user_1"":{""id"":""449c3b242a3bfe836ff288a92cc4c8b4""},""user_2"":{""id"":""21369f9aef68ca4e5e447f5287485f51""}}]"
785  ,116        ,785       ,2018-01-03 03:21:34 ,2017-03-13 21:11:50 ,payment issue ,3/17/2019         ,"[{""user_1"":{""id"":""545843aa66c0b09e0355de26fdbef6e7""},""user_2"":{""id"":""53d6d6aa5cbec825849c04ba39fd62ec""}}]"
786  ,875        ,786       ,2017-04-24 15:12:32 ,2019-09-03 00:59:02 ,other         ,5/30/2018         ,"[{""user_1"":{""id"":""db0812740cfb8fd351f8c3a5f8cbff68""},""user_2"":{""id"":""b5f869a41e991db5d0e2ce554e4f03a8""}}]"
787  ,241        ,787       ,2019-05-19 05:48:26 ,2018-01-27 02:59:52 ,other         ,11/28/2017        ,"[{""user_1"":{""id"":""352208529c8a96081661d902c97999d0""},""user_2"":{""id"":null}}]"
788  ,497        ,788       ,2018-08-20 13:38:46 ,2019-08-03 19:38:24 ,other         ,6/8/2017          ,"[{""user_1"":{""id"":""139db60a67be6822765ba4fe201755c8""},""user_2"":{""id"":""2a867437c92ad2ea93e2e835dd8a65a8""}}]"
789  ,495        ,789       ,2018-10-05 02:18:09 ,2018-02-13 18:35:39 ,jaffle issue  ,11/13/2018        ,"[{""user_1"":{""id"":""ddec101be057f8da8cfb50a8069d524b""},""user_2"":{""id"":null}}]"
790  ,656        ,790       ,2017-01-12 13:51:37 ,2018-12-20 01:57:09 ,payment issue ,6/10/2017         ,"[{""user_1"":{""id"":""a2ff1a387998b914d398d726068cffb1""},""user_2"":{""id"":""67f8a71b4ab34db1db96fc7a69abf82f""}}]"
791  ,31         ,791       ,2017-07-27 07:36:20 ,2019-12-01 17:07:44 ,jaffle issue  ,2/23/2017         ,"[{""user_1"":{""id"":""8e247a5ab9ac4e52c71fc4df9c5d17bb""},""user_2"":{""id"":""9d74a240ff389559048f75805fa05473""}}]"
792  ,175        ,792       ,2019-10-06 12:20:29 ,2019-11-01 01:51:03 ,jaffle issue  ,10/13/2019        ,"[{""user_1"":{""id"":""73611ffd4192a05ed3537d17e7270b0d""},""user_2"":{""id"":null}}]"
793  ,776        ,          ,2019-02-15 04:35:41 ,2019-01-05 22:56:25 ,other         ,                  ,"[{""user_1"":{""id"":""72d8643964b3168c54d6877453489761""},""user_2"":{""id"":""9a881abef47dd29cb519e4bd087bbea1""}}]"
794  ,11         ,794       ,2017-02-27 23:23:50 ,2017-11-08 14:27:38 ,jaffle issue  ,4/28/2017         ,"[{""user_1"":{""id"":""16abb959d47e03615c45b5a04ec6cfcf""},""user_2"":{""id"":null}}]"
795  ,269        ,          ,2019-05-07 02:40:07 ,2018-11-02 12:12:30 ,other         ,                  ,"[{""user_1"":{""id"":""d6880108b8a6846e9d81b3b38be3e255""},""user_2"":{""id"":null}}]"
796  ,692        ,796       ,2019-12-02 23:11:13 ,2018-10-09 00:53:41 ,jaffle issue  ,3/11/2018         ,"[{""user_1"":{""id"":""631ffc3dbbef327e3f00dc62f880e6fa""},""user_2"":{""id"":null}}]"
797  ,65         ,797       ,2019-11-19 07:26:02 ,2018-06-01 01:46:19 ,other         ,9/24/2019         ,"[{""user_1"":{""id"":""45ba7a51efcc649fbf435e8a12d0e4fe""},""user_2"":{""id"":null}}]"
798  ,105        ,798       ,2019-04-23 02:07:35 ,2018-08-01 13:35:02 ,payment issue ,9/10/2017         ,"[{""user_1"":{""id"":""25d1b443bc73e0cf9e83865f80798159""},""user_2"":{""id"":""ebbc6a93f82e0ddb5e8e322adb2e65f1""}}]"
799  ,298        ,799       ,2017-08-05 09:17:08 ,2017-04-26 22:59:14 ,payment issue ,4/16/2018         ,"[{""user_1"":{""id"":""78c89831a7d20bc3081594170a626e84""},""user_2"":{""id"":""6e262366fb0cb59afd802d6d3cfe3c59""}}]"
800  ,25         ,800       ,2017-07-29 18:04:41 ,2019-09-02 15:47:34 ,other         ,9/4/2018          ,"[{""user_1"":{""id"":""092dfbc61afc092b044a0f7ab6724d40""},""user_2"":{""id"":""40f2586cb029bfb86253b625873951e2""}}]"
801  ,522        ,801       ,2017-08-02 11:48:43 ,2017-06-03 00:01:28 ,payment issue ,6/15/2018         ,"[{""user_1"":{""id"":""5aac244500bd440df490ac10ad6ae8b7""},""user_2"":{""id"":""20903789367ca18521c6f9ee2d804b9b""}}]"
802  ,208        ,802       ,2017-04-06 03:27:32 ,2017-04-12 03:12:57 ,payment issue ,12/16/2017        ,"[{""user_1"":{""id"":""9b254331cfa3ebd3f0b90631c47faa44""},""user_2"":{""id"":""6314a8d2816de4200ecdb2312371a922""}}]"
803  ,428        ,803       ,2017-06-02 15:23:23 ,2018-08-20 03:56:56 ,payment issue ,7/8/2019          ,"[{""user_1"":{""id"":""c3772c640aad7f5302b2636aad5249cf""},""user_2"":{""id"":""64a33f98e41ead40f8ddee06db903de2""}}]"
804  ,724        ,804       ,2019-07-12 03:38:30 ,2018-01-04 10:42:11 ,jaffle issue  ,3/24/2018         ,"[{""user_1"":{""id"":""2eca159153a36957c86a0a6642edb14b""},""user_2"":{""id"":""cca9d7c0f8c52734b86d34eac0124195""}}]"
805  ,28         ,805       ,2017-01-15 03:17:02 ,2019-08-03 11:53:10 ,jaffle issue  ,12/9/2019         ,"[{""user_1"":{""id"":""26f27e71d19b510acb5baf3cdbf4fa4c""},""user_2"":{""id"":""ee3349ed0a728c96d74cb9e2acb097d8""}}]"
806  ,684        ,          ,2017-05-02 09:33:50 ,2018-01-16 13:49:46 ,jaffle issue  ,                  ,"[{""user_1"":{""id"":""23e6d153a2c4aad87d83bc835fd6ca84""},""user_2"":{""id"":""5912fe5b74710144d2398d7363a585be""}}]"
807  ,943        ,807       ,2018-06-17 04:14:49 ,2019-11-13 03:54:24 ,payment issue ,7/14/2017         ,"[{""user_1"":{""id"":""09d7b763e3b11b9c2c89451a8ae20465""},""user_2"":{""id"":""06389ffc84951f1f2b297df1fbb303f9""}}]"
808  ,895        ,          ,2019-12-18 08:21:15 ,2017-03-30 05:07:01 ,jaffle issue  ,                  ,"[{""user_1"":{""id"":""17a9400e543d066a0c2c20cc2562855a""},""user_2"":{""id"":""ed8df0024f0f582054807a8d22e7bbba""}}]"
809  ,666        ,809       ,2017-01-10 07:46:24 ,2019-09-04 08:50:23 ,payment issue ,4/22/2018         ,"[{""user_1"":{""id"":""0b258bfc4a7f6930805c16bfefde5230""},""user_2"":{""id"":""a77970bdc25bc8ec6b11a89a43b9fb76""}}]"
810  ,931        ,          ,2017-10-24 14:19:39 ,2017-03-12 00:42:54 ,jaffle issue  ,                  ,"[{""user_1"":{""id"":""304e46ea73e50252c337cb5c530ec48e""},""user_2"":{""id"":""486dafc0ab51879d8d829fb085401f6e""}}]"
811  ,373        ,811       ,2017-03-19 05:28:07 ,2018-01-13 20:09:52 ,jaffle issue  ,4/2/2017          ,"[{""user_1"":{""id"":""a05461147febeb88ad53cebea5faa4be""},""user_2"":{""id"":""8ef25731ad67838d351c8f6b17c8164b""}}]"
812  ,491        ,812       ,2019-02-04 16:05:03 ,2017-09-26 13:37:45 ,other         ,6/16/2018         ,"[{""user_1"":{""id"":""b98c51f2d499e51bb648d56eec7f345a""},""user_2"":{""id"":""42e04e98a39f20829cdf21793374c71a""}}]"
813  ,604        ,          ,2017-07-01 09:23:33 ,2018-03-28 00:30:56 ,other         ,                  ,"[{""user_1"":{""id"":""5606663b56dc59958ccdc001d393dbe6""},""user_2"":{""id"":""7fc734c6438fc6fc8a7c5afe7b505df9""}}]"
814  ,45         ,814       ,2018-01-13 18:02:53 ,2019-03-16 19:50:28 ,payment issue ,11/7/2018         ,"[{""user_1"":{""id"":""81b99bb26645db61d2649372edd92f28""},""user_2"":{""id"":""39dfeab21eb9fdd650324a2c05523107""}}]"
815  ,83         ,          ,2019-09-24 11:13:38 ,2018-05-20 13:03:19 ,payment issue ,                  ,"[{""user_1"":{""id"":""3b9e463a400a64e06a28efc433f77ab1""},""user_2"":{""id"":null}}]"
816  ,304        ,816       ,2019-12-23 19:33:54 ,2017-05-10 15:50:34 ,payment issue ,3/26/2017         ,"[{""user_1"":{""id"":""8aae65b35105ea7d8a97e50da4353c92""},""user_2"":{""id"":""147ac4b7be854101141eee06c37bb2d2""}}]"
817  ,491        ,817       ,2019-08-02 17:17:19 ,2018-10-18 23:41:31 ,payment issue ,2/18/2019         ,"[{""user_1"":{""id"":""459dbed46fed16740ed86fda956b62e1""},""user_2"":{""id"":""b2a2aa4a72ec1923de35e28e7fe1a4bc""}}]"
818  ,428        ,818       ,2019-10-30 18:17:37 ,2019-01-23 10:57:34 ,other         ,10/12/2017        ,"[{""user_1"":{""id"":""0ac38938cdf6b2f57787d189f453a89a""},""user_2"":{""id"":null}}]"
819  ,158        ,          ,2017-05-12 11:09:26 ,2017-11-03 15:45:17 ,payment issue ,                  ,"[{""user_1"":{""id"":""cfd65a6a22fd80cd16a494dbab8e9039""},""user_2"":{""id"":null}}]"
820  ,286        ,          ,2018-11-21 21:55:29 ,2019-03-06 00:46:16 ,other         ,                  ,"[{""user_1"":{""id"":""e83949dab9b87f9293eba77930b1f3ba""},""user_2"":{""id"":""996f6127a3940d460114da7bdb7fc2bf""}}]"
821  ,392        ,821       ,2018-01-23 01:43:13 ,2019-06-07 05:45:01 ,payment issue ,5/9/2017          ,"[{""user_1"":{""id"":""b1f7accef057aa1ff3f6e47912d3b162""},""user_2"":{""id"":""a02f5ce3e64e19739ba5995f51cb2652""}}]"
822  ,432        ,822       ,2019-08-27 09:01:27 ,2018-09-19 04:37:55 ,payment issue ,8/8/2017          ,"[{""user_1"":{""id"":""4cd0f0a1c581158e49af8188a64deb17""},""user_2"":{""id"":""f450ff08c4358d89171d2666ef7dac02""}}]"
823  ,682        ,823       ,2019-08-21 09:24:34 ,2018-06-26 06:02:47 ,jaffle issue  ,5/21/2017         ,"[{""user_1"":{""id"":""55c8c4a49397b88d960691fc71381481""},""user_2"":{""id"":null}}]"
824  ,527        ,824       ,2019-07-20 14:18:59 ,2017-04-19 21:19:15 ,payment issue ,10/14/2018        ,"[{""user_1"":{""id"":""481613e44d3edf3ebbe6928332f8fd66""},""user_2"":{""id"":""a3e14ee8021de2172b731affbb7f6917""}}]"
825  ,644        ,825       ,2019-09-08 10:58:34 ,2019-03-14 16:26:34 ,other         ,1/15/2017         ,"[{""user_1"":{""id"":""c97204d94ec8ac38f5ccee44c5d35c52""},""user_2"":{""id"":""72386ecd4759af666b7ca40379abb681""}}]"
826  ,244        ,826       ,2018-09-12 14:56:52 ,2017-04-28 08:39:31 ,other         ,5/7/2018          ,"[{""user_1"":{""id"":""337c238da3f846267b848e3f78927d52""},""user_2"":{""id"":""6f66bc27f7f1b6a5c4b9b6d3f0c20f61""}}]"
827  ,325        ,          ,2017-06-06 00:35:48 ,2018-12-22 04:34:54 ,jaffle issue  ,                  ,"[{""user_1"":{""id"":""ec8dbe04db1ab63bed4f6c0fc5759516""},""user_2"":{""id"":""f1b587af9312f94de4a1f743c5ed5bf0""}}]"
828  ,964        ,828       ,2019-07-21 00:47:56 ,2019-05-15 10:50:02 ,payment issue ,5/23/2018         ,"[{""user_1"":{""id"":""1c7433b8bdfa26fcd11ba8733c9fe0dc""},""user_2"":{""id"":""e474f91c04b207f69b7ab99a90d83879""}}]"
829  ,96         ,829       ,2019-03-26 07:51:09 ,2018-10-31 01:26:55 ,payment issue ,2/24/2018         ,"[{""user_1"":{""id"":""aeb30569f0a380bc5ae5533362d83775""},""user_2"":{""id"":""0279e2847dbc40c0d8420176eaece898""}}]"
830  ,439        ,          ,2018-03-21 22:37:45 ,2017-10-13 09:23:29 ,jaffle issue  ,                  ,"[{""user_1"":{""id"":""2bcea476f66387baa853f1dc6759158b""},""user_2"":{""id"":""c0014c5bcbdd69569ff0ddb77df09d87""}}]"
831  ,636        ,831       ,2018-07-18 01:17:42 ,2017-09-15 15:44:46 ,payment issue ,3/31/2017         ,"[{""user_1"":{""id"":""e6ec897bf940f9abdb1b11c7664c7c85""},""user_2"":{""id"":""7e9bb2922897c7c32d89bbffd4d2cd7b""}}]"
832  ,498        ,          ,2017-05-26 16:15:13 ,2019-02-04 05:30:27 ,jaffle issue  ,                  ,"[{""user_1"":{""id"":""cd54dfff92d762a409f43e9fe4107cc3""},""user_2"":{""id"":null}}]"
833  ,312        ,833       ,2019-03-31 11:31:09 ,2017-10-23 04:28:04 ,other         ,4/16/2018         ,"[{""user_1"":{""id"":""161c9501ee4275f4ff810afed9397b02""},""user_2"":{""id"":null}}]"
834  ,38         ,834       ,2019-07-14 06:15:01 ,2019-09-14 15:05:21 ,jaffle issue  ,8/11/2018         ,"[{""user_1"":{""id"":""d9afd2ffa3ead1b579127f623955c0c2""},""user_2"":{""id"":null}}]"
835  ,849        ,          ,2017-06-06 16:43:47 ,2018-06-06 02:11:53 ,jaffle issue  ,                  ,"[{""user_1"":{""id"":""6529a41ad1c2947b7ae8f60edb3a0c50""},""user_2"":{""id"":null}}]"
836  ,867        ,836       ,2019-03-04 12:29:37 ,2018-07-23 23:39:21 ,jaffle issue  ,5/24/2018         ,"[{""user_1"":{""id"":""da20ed7200986c99a62bac97f0098b6d""},""user_2"":{""id"":""842db922bed546a57ccbbc1d570c4287""}}]"
837  ,400        ,837       ,2019-05-28 09:46:31 ,2017-12-10 06:24:57 ,jaffle issue  ,3/28/2019         ,"[{""user_1"":{""id"":""088b661f97b7732441f10e6c0a4eab11""},""user_2"":{""id"":""d224064e4edf7c6cc7a53cd9beb36e97""}}]"
838  ,366        ,838       ,2017-05-24 00:29:01 ,2019-01-03 15:51:46 ,jaffle issue  ,10/29/2019        ,"[{""user_1"":{""id"":""80f3dfd2fb12f27aaa733a749ecd597c""},""user_2"":{""id"":""de5a9a1a74925dca10f49bcbe84b7426""}}]"
839  ,925        ,839       ,2017-02-16 16:35:54 ,2017-10-08 00:30:32 ,payment issue ,4/12/2019         ,"[{""user_1"":{""id"":""ec230633ea19e61c6db90ddbdd4bbf4a""},""user_2"":{""id"":null}}]"
840  ,116        ,840       ,2018-10-06 00:08:44 ,2019-10-08 20:59:53 ,jaffle issue  ,8/25/2018         ,"[{""user_1"":{""id"":""4858f87f239d201761a6e1ab91f7ceda""},""user_2"":{""id"":""9fc8b43e4815c3edd62141b5d972e103""}}]"
841  ,174        ,841       ,2019-04-02 21:54:25 ,2019-05-12 18:28:21 ,jaffle issue  ,7/3/2017          ,"[{""user_1"":{""id"":""d13b813cb74f6160b83543a21a0a9f07""},""user_2"":{""id"":""27299b384ee3b7a23817f378fa3cccd3""}}]"
842  ,72         ,          ,2017-05-23 03:05:17 ,2018-03-07 16:56:18 ,payment issue ,                  ,"[{""user_1"":{""id"":""535c1f2de4ef1cdf85546c8172cb20e5""},""user_2"":{""id"":""af89eaffa33895849681c30669b1c982""}}]"
843  ,749        ,843       ,2019-09-14 06:55:56 ,2017-06-15 04:05:12 ,jaffle issue  ,10/30/2018        ,"[{""user_1"":{""id"":""cd72d4b6f2a3dcb016447bdce9d36ea7""},""user_2"":{""id"":""333c016da9566329db1c682e1a8c49ac""}}]"
844  ,535        ,          ,2019-08-04 07:37:49 ,2019-06-06 21:04:41 ,payment issue ,                  ,"[{""user_1"":{""id"":""956c1490027d423687d1752462f8dfe4""},""user_2"":{""id"":""b11429696ea5325b021771c32e45e379""}}]"
845  ,410        ,          ,2017-08-02 03:33:23 ,2019-11-03 09:47:51 ,payment issue ,                  ,"[{""user_1"":{""id"":""cbcdabf3efc7b3ad222f8f2537d9ca44""},""user_2"":{""id"":null}}]"
846  ,730        ,846       ,2018-05-05 04:53:07 ,2018-01-21 02:03:18 ,other         ,4/18/2019         ,"[{""user_1"":{""id"":""6ebe8b6a3f2993d21d204c702017cce7""},""user_2"":{""id"":null}}]"
847  ,426        ,          ,2019-07-12 03:12:32 ,2017-09-21 04:00:12 ,payment issue ,                  ,"[{""user_1"":{""id"":""9b0c9654a506902f1b0b484143bea01f""},""user_2"":{""id"":""a401411401ffa13f51caa19c9758c0a1""}}]"
848  ,883        ,848       ,2019-02-13 10:15:54 ,2019-08-06 10:46:39 ,other         ,3/27/2019         ,"[{""user_1"":{""id"":""cceb571271cef84653e5633ee4a260a7""},""user_2"":{""id"":""7cfc8c022ae2a2cec85e48ea238592b5""}}]"
849  ,134        ,          ,2019-07-08 06:39:47 ,2017-07-31 18:02:16 ,payment issue ,                  ,"[{""user_1"":{""id"":""d0584d783e214667d30ede8f08cde7c5""},""user_2"":{""id"":""7e7c8e9e67edd0f464cef91ccfd2c05b""}}]"
850  ,427        ,          ,2019-11-12 18:18:33 ,2019-02-19 14:05:25 ,other         ,                  ,"[{""user_1"":{""id"":""e01ec782b49ceaf5a5ee12e136d1aace""},""user_2"":{""id"":""1adc8ce8edda05fd1db5ad781712c2b4""}}]"
851  ,548        ,851       ,2018-02-21 09:55:58 ,2018-10-21 12:45:45 ,jaffle issue  ,2/4/2017          ,"[{""user_1"":{""id"":""6e402226bfb84d0d1dd505d3e6ff0104""},""user_2"":{""id"":null}}]"
852  ,92         ,852       ,2018-11-23 03:34:14 ,2017-12-21 17:59:58 ,jaffle issue  ,3/21/2018         ,"[{""user_1"":{""id"":""c7ae8bf6551f25945f3a8dfa586fd497""},""user_2"":{""id"":""c3038a158867881d31aa0b859eaa3da5""}}]"
853  ,539        ,853       ,2018-07-10 12:32:43 ,2018-06-21 03:05:19 ,jaffle issue  ,11/13/2019        ,"[{""user_1"":{""id"":""793557ca34629ea2b8a60caacb1842fb""},""user_2"":{""id"":""8f8d8a4c1c590b286aeeec5558d860c9""}}]"
854  ,251        ,854       ,2017-08-16 08:59:50 ,2018-10-09 10:52:46 ,other         ,8/27/2017         ,"[{""user_1"":{""id"":""f994be9e0ff988b809c20ee84042a8e7""},""user_2"":{""id"":""72d583c1746a4ef11e20f07caa674da1""}}]"
855  ,815        ,855       ,2017-05-01 15:53:51 ,2017-12-01 21:12:09 ,jaffle issue  ,11/26/2017        ,"[{""user_1"":{""id"":""11847e7a9da1f1add940de9fe3bf453c""},""user_2"":{""id"":""7a51b579e99d1d7d7bbf6f22182f1d81""}}]"
856  ,627        ,856       ,2017-06-23 02:08:30 ,2019-06-01 06:01:06 ,jaffle issue  ,9/3/2017          ,"[{""user_1"":{""id"":""2ed6f705efc2173b16000d7227c3c5e3""},""user_2"":{""id"":null}}]"
857  ,861        ,857       ,2018-12-07 05:54:41 ,2018-07-04 08:21:46 ,other         ,6/17/2018         ,"[{""user_1"":{""id"":""7ab89ad4366e71efed1493bf0e439c22""},""user_2"":{""id"":""f51bd5a11cf0de08a63f98be9084f63e""}}]"
858  ,741        ,858       ,2017-10-04 09:51:11 ,2018-07-01 21:05:09 ,jaffle issue  ,10/22/2017        ,"[{""user_1"":{""id"":""1e7714f475e6dd56cb687c2ae47b22f7""},""user_2"":{""id"":""604fca2ddc01e8d289fcb0925f5f1f29""}}]"
859  ,672        ,859       ,2017-03-04 14:02:36 ,2018-04-01 22:52:04 ,jaffle issue  ,8/31/2019         ,"[{""user_1"":{""id"":""f85caa3d113cabc391f13fe58208d4d4""},""user_2"":{""id"":null}}]"
860  ,511        ,860       ,2018-10-19 21:58:11 ,2018-08-13 14:20:33 ,other         ,12/7/2019         ,"[{""user_1"":{""id"":""3e0d5103f640a90b80ad6009d98e9893""},""user_2"":{""id"":""4880b647b4988a7bf4a4e1a20d5ab5fe""}}]"
861  ,827        ,861       ,2018-07-10 11:58:31 ,2017-06-10 05:18:52 ,jaffle issue  ,2/17/2018         ,"[{""user_1"":{""id"":""80c410b4c990c8c1264aa04b0e3df6a2""},""user_2"":{""id"":""c4aaf8078a995b74566fb5597c4d9a6d""}}]"
862  ,366        ,          ,2018-04-10 00:30:19 ,2018-12-27 19:40:04 ,other         ,                  ,"[{""user_1"":{""id"":""f6a55e68424766bff1c4a8630dd4c266""},""user_2"":{""id"":""be6b8e5e6efeb57c634844289b160c18""}}]"
863  ,56         ,          ,2019-05-16 14:35:33 ,2018-04-28 08:34:17 ,payment issue ,                  ,"[{""user_1"":{""id"":""89c2c65eaa84ecb2606ef768d803e46e""},""user_2"":{""id"":""ff5e43b20d6981050361f7c9317e47f6""}}]"
864  ,467        ,864       ,2019-07-13 03:03:41 ,2017-02-20 17:41:45 ,jaffle issue  ,6/23/2017         ,"[{""user_1"":{""id"":""933c23f23a58aa7f7a3905626f732a84""},""user_2"":{""id"":""1cf97e7a18fbf03b6f52698e8952f587""}}]"
865  ,898        ,865       ,2019-01-25 21:56:31 ,2019-11-29 09:42:49 ,payment issue ,11/11/2018        ,"[{""user_1"":{""id"":""578cd306e7a3afc9175350978afb46f9""},""user_2"":{""id"":null}}]"
866  ,677        ,866       ,2019-07-12 13:08:44 ,2019-09-04 21:42:19 ,other         ,6/18/2018         ,"[{""user_1"":{""id"":""465a5bbd54324682eabb091cb4b3be62""},""user_2"":{""id"":null}}]"
